0 0.01630546 0.10948787  0.00003881  0.000262659042  0.000002535432  0.000000673682
1 0.01455798 0.10949065  0.00003094  0.000000263618  0.000209968721  0.000001702551
2 0.01552716 0.10949376  0.00003520  0.000000165907  0.000000252426  0.000240674283
3 0.00114718 0.10972101  0.00000019  0.000000665886  0.000000134579  0.000000515569
4 0.00173078 0.10972372  0.00000044  0.000000223182  0.000002645415  0.000000127008
5 0.00127808 0.10972523  0.00000024  0.000000585394  0.000000481528  0.000000566561
6 0.08833042 0.10976472  0.00114188  0.002248033531  0.005530518609  0.000023710199
7 0.08845867 0.10976538  0.00114521  0.004869408516  0.001710414653  0.001245113632
8 0.08838377 0.10976623  0.00114328  0.000755281625  0.000489391963  0.006567016979
9 0.03593723 0.11221500  0.00019323  0.000013279559  0.000046382388  0.001231822217
10 0.03522493 0.11221609  0.00018565  0.000130259816  0.001068903656  0.000041632388
11 0.03631882 0.11221733  0.00019736  0.001130196582  0.000150463070  0.000038397095
12 0.00164049 0.11228366  0.00000040  0.000001492739  0.000000075110  0.000001123373
13 0.00091978 0.11228433  0.00000013  0.000000177417  0.000000539595  0.000000128981
14 0.00140141 0.11228518  0.00000029  0.000000005326  0.000001924962  0.000000033669
15 0.00065111 0.11297126  0.00000006  0.000000117713  0.000000101335  0.000000204900
16 0.00280281 0.11305326  0.00000118  0.000001079486  0.000000271420  0.000006504860
17 0.00182311 0.11305478  0.00000050  0.000001692755  0.000001489538  0.000000141437
18 0.00194146 0.11306494  0.00000057  0.000002395811  0.000000015472  0.000001357992
19 0.00286637 0.11306604  0.00000124  0.000002560139  0.000005206563  0.000000449376
20 0.00100308 0.11306669  0.00000015  0.000000160769  0.000000114768  0.000000730634
21 0.03079103 0.11319575  0.00014309  0.000122788539  0.000810819937  0.000014478998
22 0.03363488 0.11319636  0.00017075  0.000757867030  0.000068481726  0.000304956119
23 0.03299672 0.11319698  0.00016433  0.000199444212  0.000115390973  0.000773948055
24 0.00083726 0.11321569  0.00000011  0.000000527768  0.000000169477  0.000000003767
25 0.00219366 0.11321678  0.00000073  0.000002292518  0.000002198356  0.000000321280
26 0.00094864 0.11321749  0.00000014  0.000000525740  0.000000035709  0.000000338475
27 0.00005692 0.11403921  0.00000000  0.000000002622  0.000000000019  0.000000000599
28 0.00380363 0.11410361  0.00000220  0.000004010997  0.000000021273  0.000010435329
29 0.00286468 0.11410503  0.00000125  0.000001609776  0.000004162494  0.000002434142
30 0.00078176 0.11435900  0.00000009  0.000000115345  0.000000003542  0.000000492262
31 0.00117800 0.11436019  0.00000021  0.000000072344  0.000001207227  0.000000108111
32 0.00255580 0.11442113  0.00000100  0.000000597959  0.000004197286  0.000001736855
33 0.00002607 0.11550565  0.00000000  0.000000000186  0.000000000440  0.000000000054
34 0.00491210 0.11567491  0.00000372  0.000002152684  0.000000449058  0.000021527018
35 0.00284754 0.11567651  0.00000125  0.000006844836  0.000001263583  0.000000000066
36 0.00196021 0.11572058  0.00000059  0.000000268407  0.000001456117  0.000002117886
37 0.00194570 0.11572097  0.00000058  0.000002898172  0.000000848727  0.000000038858
38 0.00167998 0.11572172  0.00000044  0.000000493534  0.000002262946  0.000000065862
39 0.13480736 0.11582100  0.00280642  0.000014459042  0.018124847442  0.000033717315
40 0.13693828 0.11582159  0.00289586  0.013906127721  0.000000902716  0.004845062371
41 0.13707151 0.11582275  0.00290153  0.004881875443  0.000017798975  0.013888923212
42 0.00136024 0.11667516  0.00000029  0.000000329908  0.000001513913  0.000000006438
43 0.00209421 0.11667606  0.00000068  0.000002645658  0.000001092148  0.000000647897
44 0.00180738 0.11667813  0.00000051  0.000001062974  0.000000333777  0.000001869854
45 0.20454019 0.11714915  0.00653484  0.040214913719  0.000867139579  0.000754634885
46 0.20430699 0.11714949  0.00651997  0.000743369599  0.040967829774  0.000030145583
47 0.20642693 0.11715213  0.00665613  0.000653398219  0.000000008025  0.041958669689
48 0.10328835 0.11778110  0.00167539  0.000048336883  0.010601654879  0.000018491216
49 0.10570578 0.11778641  0.00175482  0.011010010396  0.000072425768  0.000091275602
50 0.10817914 0.11778696  0.00183790  0.000122838671  0.000037210201  0.011542678392
51 0.00632825 0.12031490  0.00000642  0.000025193779  0.000010368997  0.000004483951
52 0.01431484 0.12034751  0.00003288  0.000045208246  0.000158586158  0.000001120265
53 0.01352315 0.12036422  0.00002935  0.000083631043  0.000025550484  0.000073694112
54 0.00137267 0.12049438  0.00000030  0.000001468109  0.000000351664  0.000000064460
55 0.00119070 0.12049546  0.00000023  0.000000721949  0.000000365213  0.000000330616
56 0.00078890 0.12049650  0.00000010  0.000000062449  0.000000063992  0.000000495923
57 0.00362818 0.12088911  0.00000212  0.000007975613  0.000005087500  0.000000100584
58 0.00133735 0.12088936  0.00000029  0.000000017983  0.000000149205  0.000001621308
59 0.00054874 0.12089010  0.00000005  0.000000165042  0.000000097755  0.000000038318
60 0.03687655 0.12092679  0.00021926  0.000010733523  0.000001706576  0.001347439891
61 0.03589327 0.12092877  0.00020773  0.000059179583  0.001228349020  0.000000797930
62 0.03687485 0.12092987  0.00021925  0.001286164525  0.000063806327  0.000009783736
63 0.00770126 0.12095700  0.00000957  0.000018947514  0.000025023882  0.000015338084
64 0.00974367 0.12096771  0.00001531  0.000026111436  0.000000398756  0.000068429000
65 0.00193786 0.12116508  0.00000061  0.000002714716  0.000000000167  0.000001040418
66 0.00203264 0.12116801  0.00000067  0.000000505844  0.000002433890  0.000001191891
67 0.00123207 0.12116975  0.00000025  0.000000714483  0.000000716666  0.000000086835
68 0.03326609 0.12156749  0.00017937  0.000001177556  0.001105392336  0.000000063153
69 0.03211140 0.12157206  0.00016714  0.000339833140  0.000008807321  0.000682501539
70 0.03293750 0.12157277  0.00017586  0.000695214330  0.000000061081  0.000389603302
71 0.00058475 0.12177036  0.00000006  0.000000104210  0.000000004142  0.000000233580
72 0.00285046 0.12230299  0.00000132  0.000001651571  0.000004830824  0.000001642715
73 0.00338329 0.12230782  0.00000187  0.000002633443  0.000000075500  0.000008737710
74 0.00340762 0.12305555  0.00000191  0.000001053483  0.000003469746  0.000007088657
75 0.00474313 0.12305654  0.00000369  0.000001890689  0.000020435543  0.000000171012
76 0.16224678 0.12315855  0.00432270  0.001706264703  0.024018579807  0.000599173677
77 0.16152682 0.12316112  0.00428452  0.023495768871  0.001864421742  0.000730723610
78 0.15867122 0.12316240  0.00413441  0.000931714965  0.000244930168  0.023999910496
79 0.00278894 0.12321716  0.00000128  0.000000952191  0.000000701745  0.000006124243
80 0.00444329 0.12321933  0.00000324  0.000005265928  0.000011950864  0.000002526016
81 0.00194353 0.12322123  0.00000062  0.000001092040  0.000000694731  0.000001990523
82 0.00011265 0.12334055  0.00000000  0.000000001055  0.000000000796  0.000000010838
83 0.58534230 0.12359642  0.05646307  0.060713161747  0.200748632707  0.081163809817
84 0.59576855 0.12360301  0.05849557  0.001680192134  0.090459446523  0.262800530995
85 0.59616822 0.12360545  0.05857523  0.289765779777  0.056325215205  0.009325552762
86 0.00072628 0.12397014  0.00000009  0.000000382613  0.000000107544  0.000000037328
87 0.00707574 0.12403932  0.00000828  0.000018702520  0.000019111784  0.000012251857
88 0.00744579 0.12403956  0.00000917  0.000001617621  0.000053775490  0.000000046666
89 0.01166562 0.12404429  0.00002251  0.000117109670  0.000015730508  0.000003246455
90 0.01259004 0.12420696  0.00002625  0.000035770200  0.000001006428  0.000121732478
91 0.00878959 0.12422346  0.00001280  0.000022855013  0.000034582035  0.000019819910
92 0.10392015 0.12434788  0.00179051  0.008391649227  0.001270698484  0.001137050134
93 0.10376860 0.12435206  0.00178535  0.001210620178  0.000436462849  0.009120838501
94 0.09401849 0.12435666  0.00146566  0.000572260497  0.007137225526  0.001129990203
95 0.00784775 0.12469659  0.00001024  0.000031936433  0.000014677654  0.000014973045
96 0.00485601 0.12470540  0.00000392  0.000002786289  0.000019056610  0.000001737921
97 0.00485391 0.12470916  0.00000392  0.000002738138  0.000010705115  0.000010117211
98 0.00238257 0.12496637  0.00000095  0.000003767877  0.000000703495  0.000001205289
99 0.00214436 0.12496894  0.00000077  0.000001393370  0.000000848282  0.000002356636
100 0.00243893 0.12496927  0.00000099  0.000000389434  0.000005462700  0.000000096224
101 0.02229170 0.12510689  0.00008289  0.000102279656  0.000377609313  0.000017030761
102 0.01460747 0.12511046  0.00003559  0.000102227092  0.000001535330  0.000109615647
103 0.00903002 0.12511392  0.00001360  0.000003218505  0.000007024381  0.000071298390
104 0.10780878 0.12522769  0.00194065  0.000415058024  0.011028213229  0.000179460882
105 0.11414813 0.12523273  0.00217568  0.010398692403  0.000132373064  0.002498730557
106 0.11525242 0.12523478  0.00221801  0.001904619952  0.000306281807  0.011072217496
107 0.00381725 0.12546285  0.00000244  0.000007941645  0.000000500881  0.000006128907
108 0.00866403 0.12546847  0.00001256  0.000029321394  0.000042847932  0.000002896150
109 0.00660937 0.12547262  0.00000731  0.000013322559  0.000010131586  0.000020229588
110 0.00655846 0.12549422  0.00000720  0.000012306829  0.000003073097  0.000027633530
