 0.52839 -17.0535159752579908 -17.0535159752579908 -11.8242884368535321 -11.8242884368535321 -6.7257963268820466 -6.7257963268820466 -6.7257963268804115 -6.7257963268804115 -3.4398352258721698 -3.4398352258721698 -0.3642375858380731 -0.3642375858380731 -0.3642375858379603 -0.3642375858379603  3.7923863115704348  3.7923863115704348 
 0.50197 -17.0683825947737873 -17.0683825947737873 -11.7942458728078705 -11.7942458728078705 -6.7217633687486504 -6.7217633687486504 -6.7217633687481078 -6.7217633687481078 -3.4330876740813530 -3.4330876740813530 -0.3573989264136739 -0.3573989264136739 -0.3573989264130242 -0.3573989264130242  3.8020684204317390  3.8020684204317390 
 0.47555 -17.1117236474573318 -17.1117236474573318 -11.7053248212318586 -11.7053248212318586 -6.7095868793943065 -6.7095868793943065 -6.7095868793934104 -6.7095868793934104 -3.4128223170056087 -3.4128223170056087 -0.3371351605376904 -0.3371351605376904 -0.3371351605368855 -0.3371351605368855  3.8306244776416065  3.8306244776416065 
 0.44913 -17.1803130195445419 -17.1803130195445419 -11.5608875904143495 -11.5608875904143495 -6.6893691720115083 -6.6893691720115083 -6.6893691720112818 -6.6893691720112818 -3.3791355939450884 -3.3791355939450884 -0.3043767192824881 -0.3043767192824881 -0.3043767192822487 -0.3043767192822487  3.8755970332124789  3.8755970332124789 
 0.42271 -17.2695543940143068 -17.2695543940143068 -11.3657630267898178 -11.3657630267898178 -6.6612869203303946 -6.6612869203303946 -6.6612869203296166 -6.6612869203296166 -3.3322044199746026 -3.3322044199746026 -0.2607774294460146 -0.2607774294460146 -0.2607774294455226 -0.2607774294455226  3.9291923301509724  3.9291923301509724 
 0.39629 -17.3742776997918540 -17.3742776997918540 -11.1254596191866444 -11.1254596191866444 -6.6256011435831770 -6.6256011435831770 -6.6256011435826707 -6.6256011435826707 -3.2723143508284038 -3.2723143508284038 -0.2088780488779935 -0.2088780488779935 -0.2088780488777887 -0.2088780488777887  3.9576027061724144  3.9576027061724144 
 0.36987 -17.4893873002577287 -17.4893873002577287 -10.8455319825116163 -10.8455319825116163 -6.5826713502613972 -6.5826713502613972 -6.5826713502611129 -6.5826713502611129 -3.1999058427644549 -3.1999058427644549 -0.1523403828629513 -0.1523403828629513 -0.1523403828625667 -0.1523403828625667  3.7953459951738409  3.7953459951738409 
 0.34345 -17.6102603108198608 -17.6102603108198608 -10.5312039525066350 -10.5312039525066350 -6.5329739533925846 -6.5329739533925846 -6.5329739533921680 -6.5329739533921680 -3.1156478508434682 -3.1156478508434682 -0.0962241495398075 -0.0962241495398075 -0.0962241495397290 -0.0962241495397290  3.3578315903540226  3.3578315903540226 
 0.31703 -17.7329199442683709 -17.7329199442683709 -10.1872260363777976 -10.1872260363777976 -6.4771249792626548 -6.4771249792626548 -6.4771249792619185 -6.4771249792619185 -3.0205551635067960 -3.0205551635067960 -0.0471957725057099 -0.0471957725057099 -0.0471957725053853 -0.0471957725053853  2.8489420413872089  2.8489420413872089 
 0.29061 -17.8540586694278929 -17.8540586694278929 -9.8178967726835431 -9.8178967726835431 -6.4159068389139060 -6.4159068389139060 -6.4159068389136085 -6.4159068389136085 -2.9161789731697705 -2.9161789731697705 -0.0133873461951620 -0.0133873461951620 -0.0133873461948800 -0.0133873461948800  2.3327205325616887  2.3327205325616887 
 0.26420 -17.9709822620689046 -17.9709822620689046 -9.4271842045601897 -9.4271842045601897 -6.3502983950869885 -6.3502983950869885 -6.3502983950868854 -6.3502983950868854 -2.8049248820629322 -2.8049248820629322 -0.0034176964911594 -0.0034176964911594 -0.0034176964909271 -0.0034176964909271  1.8236232498077085  1.8236232498077085 
 0.23778 -18.0815233056856748 -18.0815233056856748 -9.0189115151313874 -9.0189115151313874 -6.2815065579118503 -6.2815065579118503 -6.2815065579117970 -6.2815065579117970 -2.6905991686976178 -2.6905991686976178 -0.0241865459531864 -0.0241865459531864 -0.0241865459530757 -0.0241865459530757  1.3284932290342271  1.3284932290342271 
